suite,run,case,variant,ns,min_ns,max_ns,cycles,throughput,allocs,reallocs,frees,allocated_bytes,freed_bytes
assets,4,rgba_owned/320x80,old,11790.6,10762.5,14312.5,27231.8,84813.1,1,0,1,102400,102400
assets,4,rgba_owned/1024x512,new,68.8,62.5,96.9,2318.5,14545454.5,0,0,0,0,0
assets,4,rgba_owned/1024x512,old,734978.1,715190.6,775206.2,1601917.9,1360.6,1,0,1,2097152,2097152
assets,4,rgba_owned/2048x2048,new,100.0,87.5,103.1,2188.1,10000000.0,0,0,0,0,0
assets,4,rgba_owned/2048x2048,old,5273165.6,5221281.2,5636487.5,11502142.8,189.6,1,0,1,16777216,16777216
thumbnail,4,thumbnail/plain/64x64,new,386343.8,358018.8,397718.8,840465.6,2588.4,15,1,15,109533,109533
thumbnail,4,thumbnail/plain/64x64,old,391550.0,364687.5,416650.0,857586.4,2554.0,15,1,15,109533,109533
thumbnail,4,thumbnail/sheet1x1/64x64,new,375237.5,361206.2,397212.5,818584.1,2665.0,18,1,18,109569,109569
thumbnail,4,thumbnail/sheet1x1/64x64,old,407187.5,377781.2,451756.2,878178.4,2455.9,19,1,19,125953,125953
thumbnail,4,thumbnail/sheet2x1/64x64,new,399875.0,370231.2,436456.2,870921.1,2500.8,18,1,18,109569,109569
thumbnail,4,thumbnail/sheet2x1/64x64,old,380631.2,374225.0,387325.0,826294.0,2627.2,19,1,19,117761,117761
thumbnail,4,thumbnail/sheet16x8/64x64,new,365700.0,346956.2,429718.8,796304.9,2734.5,18,1,18,109572,109572
thumbnail,4,thumbnail/sheet16x8/64x64,old,325787.5,315931.2,394156.2,707311.4,3069.5,19,1,19,109700,109700
thumbnail,4,thumbnail/plain/320x160,new,1195968.8,1161675.0,1281500.0,2593653.2,836.1,15,1,15,641245,641245
thumbnail,4,thumbnail/plain/320x160,old,1168031.2,1142262.5,1277875.0,2540122.6,856.1,15,1,15,641245,641245
thumbnail,4,thumbnail/sheet1x1/320x160,new,1234431.2,1214162.5,1329862.5,2678846.6,810.1,18,1,18,641281,641281
thumbnail,4,thumbnail/sheet1x1/320x160,old,1267912.5,1222150.0,1289812.5,2750101.9,788.7,19,1,19,846081,846081
thumbnail,4,thumbnail/sheet2x1/320x160,new,1118725.0,1093600.0,1145975.0,2421469.1,893.9,18,1,18,641281,641281
thumbnail,4,thumbnail/sheet2x1/320x160,old,1153706.2,1127206.2,1217656.2,2515017.4,866.8,19,1,19,743681,743681
thumbnail,4,thumbnail/sheet16x8/320x160,new,1022656.2,1007418.8,1061631.2,2222094.5,977.8,18,1,18,641284,641284
thumbnail,4,thumbnail/sheet16x8/320x160,old,1036093.8,999587.5,1048493.8,2248407.1,965.2,19,1,19,642884,642884
thumbnail,4,thumbnail/plain/1024x512,new,9385200.0,9290731.2,9586543.8,20443722.6,106.6,15,1,15,2533597,2533597
thumbnail,4,thumbnail/plain/1024x512,old,9549650.0,9355112.5,9754337.5,20784537.4,104.7,15,1,15,2533597,2533597
thumbnail,4,thumbnail/sheet1x1/1024x512,new,9585081.2,9532075.0,10307993.8,20857013.2,104.3,18,1,18,2533633,2533633
thumbnail,4,thumbnail/sheet1x1/1024x512,old,10653575.0,10533218.8,10888812.5,23176922.6,93.9,19,1,19,4630785,4630785
thumbnail,4,thumbnail/sheet2x1/1024x512,new,9138293.8,9068293.8,9299093.8,19904273.9,109.4,18,1,18,2533633,2533633
thumbnail,4,thumbnail/sheet2x1/1024x512,old,9467412.5,9377443.8,9729731.2,20626346.4,105.6,19,1,19,3582209,3582209
thumbnail,4,thumbnail/sheet16x8/1024x512,new,8401956.2,8346418.8,8599368.8,18316026.5,119.0,18,1,18,2533636,2533636
thumbnail,4,thumbnail/sheet16x8/1024x512,old,8400250.0,8328418.8,8438337.5,18302678.2,119.0,19,1,19,2550020,2550020
thumbnail,4,thumbnail_frame/64x64,new,89543.8,89125.0,93156.2,196493.6,11167.7,1,0,1,14400,14400
thumbnail,4,thumbnail_frame/64x64,old,91356.2,91075.0,94887.5,200485.8,10946.2,2,0,2,30784,30784
thumbnail,4,thumbnail_frame/256x256,new,251475.0,247950.0,260725.0,545388.8,3976.5,1,0,1,14400,14400
thumbnail,4,thumbnail_frame/256x256,old,311268.8,306362.5,333475.0,678817.5,3212.7,2,0,2,276544,276544
thumbnail,4,thumbnail_frame/1024x512,new,1224943.8,1210275.0,1233868.8,2667034.8,816.4,1,0,1,14400,14400
thumbnail,4,thumbnail_frame/1024x512,old,2291362.5,2278656.2,2337150.0,4998824.2,436.4,2,0,2,2111552,2111552
assets,5,fallback/correct/1x1,old,89943.8,80825.0,108106.2,197577.4,11118.1,11,1,11,37270,37270
assets,5,fallback/correct/1x1,new,84831.2,82293.8,95687.5,186040.0,11788.1,10,1,10,37227,37227
assets,5,fallback/mismatch/1x1,old,183137.5,178181.2,223650.0,401849.6,5460.4,16,1,16,45730,45730
assets,5,fallback/mismatch/1x1,new,110550.0,108506.2,125093.8,241532.2,9045.7,12,1,12,37374,37374
assets,5,fallback/unknown/1x1,old,94831.2,92056.2,107131.2,208401.5,10545.0,13,1,13,37282,37282
assets,5,fallback/unknown/1x1,new,96012.5,91406.2,106862.5,207551.0,10415.3,13,1,13,37282,37282
assets,5,banner/1x1,old,82787.5,82106.2,93043.8,181485.3,12079.1,12,1,12,37272,37272
assets,5,banner/1x1,new,82987.5,80118.8,86100.0,181951.8,12050.0,10,1,10,37225,37225
assets,5,fallback/correct/320x80,old,677943.8,622506.2,708256.2,1477866.1,1475.0,11,1,11,439186,439186
assets,5,fallback/correct/320x80,new,682706.2,650956.2,715337.5,1480733.2,1464.8,10,1,10,439143,439143
assets,5,fallback/mismatch/320x80,old,824525.0,595425.0,884393.8,1785248.3,1212.8,16,1,16,536733,536733
assets,5,fallback/mismatch/320x80,new,552037.5,529575.0,601237.5,1197825.2,1811.5,12,1,12,528377,528377
assets,5,fallback/unknown/320x80,old,555806.2,541318.8,571156.2,1215398.9,1799.2,13,1,13,439198,439198
assets,5,fallback/unknown/320x80,new,591118.8,561556.2,642781.2,1279767.2,1691.7,13,1,13,439198,439198
assets,5,banner/320x80,old,719750.0,710068.8,747800.0,1565405.4,1389.4,12,1,12,541584,541584
assets,5,banner/320x80,new,640550.0,578831.2,708912.5,1393824.9,1561.2,10,1,10,439141,439141
assets,5,fallback/correct/1024x512,old,8409300.0,8310637.5,8741712.5,18274266.7,118.9,11,1,11,2519186,2519186
assets,5,fallback/correct/1024x512,new,8348681.2,8273937.5,8723218.8,18181144.0,119.8,10,1,10,2519143,2519143
assets,5,fallback/mismatch/1024x512,old,9302693.8,9095437.5,9872100.0,20193698.1,107.5,16,1,16,4350658,4350658
assets,5,fallback/mismatch/1024x512,new,9137181.2,8966187.5,9635831.2,19845886.6,109.4,12,1,12,4342302,4342302
assets,5,fallback/unknown/1024x512,old,8299512.5,8194950.0,9036243.8,18028234.8,120.5,13,1,13,2519198,2519198
assets,5,fallback/unknown/1024x512,new,8234800.0,8223012.5,8356275.0,17923972.1,121.4,13,1,13,2519198,2519198
assets,5,banner/1024x512,old,8946525.0,8905212.5,9125062.5,19454573.3,111.8,12,1,12,4616336,4616336
assets,5,banner/1024x512,new,8377718.8,8300793.8,8490031.2,18235964.2,119.4,10,1,10,2519141,2519141
assets,5,fallback/invalid.png,old,160187.5,152350.0,173112.5,350541.5,6242.7,21,0,21,55933,55933
assets,5,fallback/invalid.png,new,89768.8,86962.5,103906.2,193091.4,11139.7,13,0,13,47567,47567
assets,5,fallback/unknown.data,old,74337.5,73475.0,82606.2,162731.8,13452.2,10,0,10,8382,8382
assets,5,fallback/unknown.data,new,75975.0,74381.2,95693.8,166339.9,13162.2,9,0,9,8378,8378
assets,5,rgba_owned/1x1,old,112.5,106.2,125.0,1577.7,8888888.9,1,0,1,4,4
assets,5,rgba_owned/1x1,new,59.4,28.1,96.9,1303.4,16842105.3,0,0,0,0,0
assets,5,rgba_owned/320x80,old,8809.4,8684.4,9684.4,20722.2,113515.4,1,0,1,102400,102400
assets,5,rgba_owned/320x80,new,40.6,28.1,50.0,1268.9,24615384.6,0,0,0,0,0
assets,5,rgba_owned/1024x512,old,720031.2,710100.0,742240.6,1573108.6,1388.8,1,0,1,2097152,2097152
assets,5,rgba_owned/1024x512,new,62.5,56.2,612.5,2195.0,16000000.0,0,0,0,0,0
assets,5,rgba_owned/2048x2048,old,5300312.5,5143521.9,5434096.9,11534279.2,188.7,1,0,1,16777216,16777216
assets,5,rgba_owned/2048x2048,new,84.4,71.9,93.8,2147.0,11851851.9,0,0,0,0,0
thumbnail,5,thumbnail/plain/64x64,old,376362.5,362175.0,414600.0,820436.1,2657.0,15,1,15,109533,109533
thumbnail,5,thumbnail/plain/64x64,new,360650.0,354968.8,383175.0,787730.6,2772.8,15,1,15,109533,109533
thumbnail,5,thumbnail/sheet1x1/64x64,old,397100.0,378068.8,475268.8,860783.0,2518.3,19,1,19,125953,125953
thumbnail,5,thumbnail/sheet1x1/64x64,new,378118.8,351456.2,393031.2,816581.2,2644.7,18,1,18,109569,109569
thumbnail,5,thumbnail/sheet2x1/64x64,old,374287.5,359843.8,408287.5,810613.5,2671.7,19,1,19,117761,117761
thumbnail,5,thumbnail/sheet2x1/64x64,new,380762.5,355387.5,395868.8,833990.2,2626.3,18,1,18,109569,109569
thumbnail,5,thumbnail/sheet16x8/64x64,old,364156.2,351462.5,393931.2,792943.8,2746.1,19,1,19,109700,109700
thumbnail,5,thumbnail/sheet16x8/64x64,new,345212.5,327112.5,390800.0,726654.7,2896.8,18,1,18,109572,109572
thumbnail,5,thumbnail/plain/320x160,old,1221593.8,1171031.2,1308362.5,2649653.1,818.6,15,1,15,641245,641245
thumbnail,5,thumbnail/plain/320x160,new,1191062.5,1171675.0,1237912.5,2582636.9,839.6,15,1,15,641245,641245
thumbnail,5,thumbnail/sheet1x1/320x160,old,1285737.5,1243512.5,1348462.5,2800861.0,777.8,19,1,19,846081,846081
thumbnail,5,thumbnail/sheet1x1/320x160,new,1189337.5,1176068.8,1234487.5,2591320.9,840.8,18,1,18,641281,641281
thumbnail,5,thumbnail/sheet2x1/320x160,old,1145193.8,1102031.2,1153087.5,2506950.7,873.2,19,1,19,743681,743681
thumbnail,5,thumbnail/sheet2x1/320x160,new,1135118.8,1080150.0,1161375.0,2464093.2,881.0,18,1,18,641281,641281
thumbnail,5,thumbnail/sheet16x8/320x160,old,1051406.2,1020981.2,1076443.8,2283033.2,951.1,19,1,19,642884,642884
thumbnail,5,thumbnail/sheet16x8/320x160,new,1053768.8,1026537.5,1066806.2,2291881.8,949.0,18,1,18,641284,641284
thumbnail,5,thumbnail/plain/1024x512,old,9584437.5,9392875.0,10168325.0,20805897.2,104.3,15,1,15,2533597,2533597
thumbnail,5,thumbnail/plain/1024x512,new,9544050.0,9375200.0,9777893.8,20750336.2,104.8,15,1,15,2533597,2533597
thumbnail,5,thumbnail/sheet1x1/1024x512,old,10779143.8,10620062.5,11486150.0,23454357.1,92.8,19,1,19,4630785,4630785
thumbnail,5,thumbnail/sheet1x1/1024x512,new,9665768.8,9540300.0,9960481.2,21017962.0,103.5,18,1,18,2533633,2533633
thumbnail,5,thumbnail/sheet2x1/1024x512,old,9621831.2,9590368.8,9878343.8,21045344.8,103.9,19,1,19,3582209,3582209
thumbnail,5,thumbnail/sheet2x1/1024x512,new,9271906.2,9115200.0,9515343.8,20137684.4,107.9,18,1,18,2533633,2533633
thumbnail,5,thumbnail/sheet16x8/1024x512,old,8679656.2,8503231.2,9790025.0,18889786.1,115.2,19,1,19,2550020,2550020
thumbnail,5,thumbnail/sheet16x8/1024x512,new,8510137.5,8494056.2,9226668.8,18517514.1,117.5,18,1,18,2533636,2533636
thumbnail,5,thumbnail_frame/64x64,old,92550.0,91843.8,118493.8,202749.4,10805.0,2,0,2,30784,30784
thumbnail,5,thumbnail_frame/64x64,new,89481.2,88975.0,102218.8,196246.8,11175.5,1,0,1,14400,14400
thumbnail,5,thumbnail_frame/256x256,old,314375.0,306743.8,322218.8,689435.8,3180.9,2,0,2,276544,276544
thumbnail,5,thumbnail_frame/256x256,new,255987.5,247875.0,270100.0,554456.9,3906.4,1,0,1,14400,14400
thumbnail,5,thumbnail_frame/1024x512,old,2342381.2,2310031.2,2378150.0,5104061.1,426.9,2,0,2,2111552,2111552
thumbnail,5,thumbnail_frame/1024x512,new,1232781.2,1226025.0,1272981.2,2684210.6,811.2,1,0,1,14400,14400
