run,case,variant,ns,min_ns,max_ns,cycles,throughput,allocs,reallocs,frees,allocated_bytes,freed_bytes
run3,stereo_six,before,29804.9,29174.7,30322.9,65325.1,34356814.8,0,0,0,0,0
run3,stereo_six,after,14745.6,14478.9,15037.9,32318.7,69444361.2,0,0,0,0,0
run3,stereo_eight,before,39476.8,38707.1,39581.3,86502.0,25939305.6,0,0,0,0,0
run3,stereo_eight,after,17140.4,16747.1,17604.8,37572.2,59742005.6,0,0,0,0,0
run3,mono_eight,before,38482.3,38386.4,39329.5,84353.2,26609644.7,0,0,0,0,0
run3,mono_eight,after,12854.7,12763.9,13009.6,28172.6,79659354.6,0,0,0,0,0
run3,three_eight,before,38458.1,38050.7,39505.9,84293.9,26626368.2,0,0,0,0,0
run3,three_eight,after,19804.2,19474.0,19938.8,43411.7,51706301.4,0,0,0,0,0
run3,sixteen,before,78952.7,78284.4,80084.0,173031.9,12969785.1,0,0,0,0,0
run3,sixteen,after,74561.9,74011.7,75789.8,163436.1,13733555.3,0,0,0,0,0
run3,pipeline_2_2,before,38334.0,37881.2,39827.7,84016.2,6678147.4,0,0,0,0,0
run3,pipeline_2_2,after,38484.4,36706.2,39203.9,84348.0,6652050.3,0,0,0,0,0
run3,pipeline_2_6,before,42875.8,41616.8,43498.8,93968.3,5970736.7,0,0,0,0,0
run3,pipeline_2_6,after,39189.8,38203.9,40153.9,85933.4,6532304.7,0,0,0,0,0
run3,pipeline_2_8,before,45206.2,44555.1,45898.0,99100.0,5662933.8,0,0,0,0,0
run3,pipeline_2_8,after,39864.1,38928.9,40033.6,87374.7,6421824.2,0,0,0,0,0
run3,pipeline_6_6,before,85370.3,84206.2,86371.9,187108.3,2998700.5,0,0,0,0,0
run3,pipeline_6_6,after,83732.0,82210.2,85019.1,183249.9,3057372.4,0,0,0,0,0
run3,pipeline_6_8,before,81566.8,78236.3,82346.9,178757.9,3138532.0,0,0,0,0,0
run3,pipeline_6_8,after,78609.8,77052.0,80402.3,172330.7,3256592.8,0,0,0,0,0
