run,case,variant,ns,min_ns,max_ns,cycles,throughput,allocs,reallocs,frees,allocated_bytes,freed_bytes
3,graphics/rejected512/multifalse,old,23686681.2,23364912.5,24729318.8,51534319.8,21615.5,2567,2565,2567,624984,624984
3,graphics/rejected512/multifalse,new,538775.0,524631.2,560150.0,1175093.2,950303.9,519,5,519,10584,10584
3,graphics/rejected512/multitrue,old,24156468.8,23896787.5,24990250.0,52565969.9,21195.2,2567,2565,2567,624984,624984
3,graphics/rejected512/multitrue,new,519543.8,506275.0,550750.0,1132043.8,985480.0,519,5,519,10584,10584
3,noteskin/rejected512,old,23867018.8,23687768.8,24130918.8,51941753.4,21452.2,2572,2570,2572,626198,626198
3,noteskin/rejected512,new,553556.2,549468.8,559687.5,1199087.2,924928.6,524,10,524,11798,11798
3,noteskin/nested768,old,37580756.2,37145268.8,39385525.0,81756286.2,20436.0,4508,4787,4508,1785744,1785744
3,noteskin/nested768,new,2452981.2,2405800.0,2503000.0,5334398.7,313088.4,2451,1715,2451,641352,641352
4,audio/empty,new,82262.5,76412.5,89781.2,177259.9,12156.2,6,5,6,1251,1251
4,audio/empty,old,88362.5,76687.5,96700.0,193777.4,11317.0,6,5,6,1251,1251
4,audio/one,new,98931.2,85975.0,117387.5,216605.4,10108.0,12,10,12,2411,2411
4,audio/one,old,133268.8,130187.5,156162.5,292058.4,7503.6,12,10,12,2567,2567
4,audio/accepted128,new,404562.5,391968.8,423843.8,882170.4,316391.2,647,650,647,141411,141411
4,audio/accepted128,old,6051987.5,6022081.2,6169206.2,13176351.9,21150.1,647,650,647,161379,161379
4,audio/mixed640,new,855162.5,831918.8,981000.0,1864090.1,748395.8,1159,650,1159,150627,150627
4,audio/mixed640,old,29005625.0,28753206.2,29934281.2,63121629.1,22064.7,3207,3210,3207,769635,769635
4,audio/rejected512,new,536093.8,518718.8,558931.2,1163006.9,955056.8,518,5,518,10467,10467
4,audio/rejected512,old,23065025.0,22918818.8,24493918.8,50202351.9,22198.1,2566,2565,2566,609507,609507
4,graphics/empty/multifalse,new,79331.2,75418.8,83243.8,173775.4,12605.4,7,5,7,1368,1368
4,graphics/empty/multifalse,old,81493.8,74737.5,84050.0,170976.8,12270.9,7,5,7,1368,1368
4,graphics/empty/multitrue,new,74931.2,73500.0,84775.0,164336.9,13345.6,7,5,7,1368,1368
4,graphics/empty/multitrue,old,76925.0,73600.0,81218.8,168685.8,12999.7,7,5,7,1368,1368
4,noteskin/empty,new,98868.8,93725.0,123831.2,216495.6,10114.4,12,10,12,2582,2582
4,noteskin/empty,old,97300.0,95506.2,114875.0,212434.9,10277.5,12,10,12,2582,2582
4,graphics/one/multifalse,new,90687.5,86887.5,102200.0,198592.6,11026.9,18,12,18,3051,3051
4,graphics/one/multifalse,old,143800.0,132693.8,170587.5,314845.3,6954.1,18,12,18,3227,3227
4,graphics/one/multitrue,new,89356.2,87112.5,98225.0,196013.5,11191.2,18,12,18,3051,3051
4,graphics/one/multitrue,old,138225.0,135025.0,157856.2,302553.2,7234.6,18,12,18,3227,3227
4,noteskin/one,new,109775.0,103887.5,119568.8,236140.9,9109.5,21,15,21,4020,4020
4,noteskin/one,old,164506.2,155143.8,200606.2,356495.6,6078.8,21,15,21,4196,4196
4,graphics/accepted128/multifalse,new,586718.8,560818.8,608118.8,1272798.3,218162.5,1168,906,1168,204196,204196
4,graphics/accepted128/multifalse,old,6357625.0,6238431.2,7093050.0,13824233.2,20133.3,1168,906,1168,226724,226724
4,graphics/accepted128/multitrue,new,558456.2,529062.5,570381.2,1209911.4,229203.3,1168,906,1168,204196,204196
4,graphics/accepted128/multitrue,old,6395637.5,6294943.8,6463125.0,13919976.6,20013.6,1168,906,1168,226724,226724
4,noteskin/accepted128,new,509156.2,482512.5,516781.2,1098583.8,251396.3,916,655,916,170050,170050
4,noteskin/accepted128,old,6259793.8,6168175.0,6361843.8,13625695.4,20448.0,916,655,916,192578,192578
4,graphics/mixed640/multifalse,new,1016443.8,998793.8,1132650.0,2211695.6,629646.3,1680,906,1680,213412,213412
4,graphics/mixed640/multifalse,old,29517418.8,29394750.0,29921931.2,64267761.7,21682.1,3728,3466,3728,850340,850340
4,graphics/mixed640/multitrue,new,979493.8,958831.2,1031493.8,2133704.7,653398.8,1680,906,1680,213412,213412
4,graphics/mixed640/multitrue,old,29651900.0,29190606.2,29822700.0,64483584.8,21583.8,3728,3466,3728,850340,850340
4,noteskin/mixed640,new,1005356.2,977606.2,1217712.5,2181624.3,636590.3,1428,655,1428,179266,179266
4,noteskin/mixed640,old,29463500.0,29176068.8,31989143.8,64116059.3,21721.8,3476,3215,3476,816194,816194
4,graphics/rejected512/multifalse,new,546018.8,533581.2,626068.8,1187275.4,937696.7,519,5,519,10584,10584
4,graphics/rejected512/multifalse,old,23780081.2,23562912.5,24656300.0,51734544.6,21530.6,2567,2565,2567,624984,624984
4,graphics/rejected512/multitrue,new,514981.2,502362.5,523593.8,1118750.4,994211.0,519,5,519,10584,10584
4,graphics/rejected512/multitrue,old,23487000.0,23156756.2,23937062.5,51131948.7,21799.3,2567,2565,2567,624984,624984
4,noteskin/rejected512,new,545450.0,536906.2,556743.8,1185176.6,938674.5,524,10,524,11798,11798
4,noteskin/rejected512,old,24074300.0,23546437.5,25173381.2,52376829.3,21267.5,2572,2570,2572,626198,626198
4,noteskin/nested768,new,2445506.2,2364850.0,2675262.5,5321366.1,314045.4,2451,1715,2451,641352,641352
4,noteskin/nested768,old,37161956.2,36935887.5,38742268.8,80867613.2,20666.3,4508,4787,4508,1785744,1785744
5,audio/empty,old,80750.0,76956.2,93381.2,177479.4,12383.9,6,5,6,1251,1251
5,audio/empty,new,78662.5,75806.2,84031.2,172485.9,12712.5,6,5,6,1251,1251
5,audio/one,old,145981.2,133687.5,171456.2,312087.9,6850.2,12,10,12,2567,2567
5,audio/one,new,93131.2,84600.0,102893.8,195231.5,10737.5,12,10,12,2411,2411
5,audio/accepted128,old,5887350.0,5788025.0,6156462.5,12791568.2,21741.5,647,650,647,161379,161379
5,audio/accepted128,new,404193.8,391175.0,446843.8,877862.8,316679.8,647,650,647,141411,141411
5,audio/mixed640,old,29157175.0,28504175.0,30067062.5,63461881.3,21950.0,3207,3210,3207,769635,769635
5,audio/mixed640,new,852925.0,835637.5,893200.0,1860783.8,750359.1,1159,650,1159,150627,150627
5,audio/rejected512,old,23162106.2,22876943.8,23474756.2,50436888.6,22105.1,2566,2565,2566,609507,609507
