affinity_mask,run,order,mode,case,version,median_ns,min_ns,max_ns,thread_cycles,items_per_second,allocs,reallocs,frees,allocated_bytes,freed_bytes
16,2,new-first,untracked,mixed,new,43239.8,42704.3,43796.9,96007.3,47363723.4,0,0,0,0,0
16,2,new-first,untracked,mixed,old,44257.0,43242.2,46702.0,98910.4,46275132.8,0,0,0,0,0
16,2,new-first,tracked,sprites_layers,new,3704.7,3578.1,4153.5,9617.7,552813159.0,0,0,0,0,0
16,2,new-first,tracked,sprites_layers,old,6149.2,5952.3,6748.4,15141.2,333050438.3,0,0,0,0,0
16,2,new-first,tracked,sprites_16layers,new,3735.5,3591.0,4013.3,9965.8,548246366.2,0,0,0,0,0
16,2,new-first,tracked,sprites_16layers,old,4152.0,3989.1,4467.2,10753.8,493261830.8,0,0,0,0,0
16,2,new-first,tracked,sprites_same_z,new,3707.0,3612.9,3955.1,9721.4,552463645.9,0,0,0,0,0
16,2,new-first,tracked,sprites_same_z,old,3789.8,3692.6,3823.0,9835.5,540391671.8,0,0,0,0,0
16,2,new-first,tracked,sprites_textures,new,16903.9,16571.9,17716.8,38688.6,121155428.2,0,0,0,0,0
16,2,new-first,tracked,sprites_textures,old,17285.9,16829.7,18200.0,39744.1,118477808.9,0,0,0,0,0
16,2,new-first,tracked,sprites_fragmented,new,19586.7,19258.6,20815.6,44830.3,104560647.8,0,0,0,0,0
16,2,new-first,tracked,sprites_fragmented,old,19696.9,18273.4,21019.1,45104.7,103975884.5,0,0,0,0,0
16,2,new-first,tracked,meshes_layers,new,52199.6,49730.9,61805.9,115537.6,39234010.1,0,0,0,0,0
16,2,new-first,tracked,meshes_layers,old,50643.0,50016.4,53414.1,112885.6,40439967.3,0,0,0,0,0
16,2,new-first,tracked,meshes_same_z,new,56357.0,52209.8,60515.2,125614.9,36339742.4,0,0,0,0,0
16,2,new-first,tracked,meshes_same_z,old,53006.6,51085.9,59394.9,116593.9,38636668.5,0,0,0,0,0
16,2,new-first,tracked,meshes_cameras,new,57277.3,55471.5,61263.7,127233.7,35755848.1,0,0,0,0,0
16,2,new-first,tracked,meshes_cameras,old,57732.8,56984.0,63513.7,127837.3,35473761.1,0,0,0,0,0
16,2,new-first,tracked,tmesh_layers,new,69229.7,66656.2,70094.9,153333.6,29582684.5,0,0,0,0,0
16,2,new-first,tracked,tmesh_layers,old,69726.2,68535.2,72261.3,155423.1,29372041.3,0,0,0,0,0
16,2,new-first,tracked,tmesh_16layers,new,68302.0,67004.3,68678.5,150727.9,29984501.3,0,0,0,0,0
16,2,new-first,tracked,tmesh_16layers,old,68969.9,68475.0,71291.4,152824.3,29694103.5,0,0,0,0,0
16,2,new-first,tracked,tmesh_depth,new,67310.9,66873.0,68996.1,150132.0,30425961.6,0,0,0,0,0
16,2,new-first,tracked,tmesh_depth,old,69962.1,68369.9,70860.2,154602.6,29272988.2,0,0,0,0,0
16,2,new-first,tracked,tmesh_cameras,new,74995.7,74168.8,77322.3,166070.6,27308231.2,0,0,0,0,0
16,2,new-first,tracked,tmesh_cameras,old,74448.8,73675.0,76545.7,164826.5,27508827.9,0,0,0,0,0
16,2,new-first,tracked,mixed,new,44753.9,43604.7,49430.5,99756.7,45761368.6,0,0,0,0,0
16,2,new-first,tracked,mixed,old,46449.6,45890.6,47553.1,103145.3,44090790.6,0,0,0,0,0
16,3,old-first,untracked,sprites_layers,old,11795.3,6468.4,12962.5,27704.2,173628295.1,0,0,0,0,0
16,3,old-first,untracked,sprites_layers,new,3605.9,3284.0,3928.5,9271.3,567964467.6,0,0,0,0,0
16,3,old-first,untracked,sprites_16layers,old,4248.0,3853.5,4615.2,10483.7,482103908.0,0,0,0,0,0
16,3,old-first,untracked,sprites_16layers,new,3543.0,3416.8,4098.4,9590.3,578046306.5,0,0,0,0,0
16,3,old-first,untracked,sprites_same_z,old,3800.0,3641.4,3945.7,10205.0,538947368.4,0,0,0,0,0
16,3,old-first,untracked,sprites_same_z,new,3466.0,3349.2,3535.9,9184.7,590880198.4,0,0,0,0,0
16,3,old-first,untracked,sprites_textures,old,13245.3,12512.1,13465.2,30646.0,154620738.5,0,0,0,0,0
16,3,old-first,untracked,sprites_textures,new,12890.6,12509.4,15231.2,29450.7,158875151.5,0,0,0,0,0
16,3,old-first,untracked,sprites_fragmented,old,16217.2,15451.6,17389.5,37678.5,126285769.3,0,0,0,0,0
16,3,old-first,untracked,sprites_fragmented,new,16165.2,15645.7,16784.4,37159.8,126691636.7,0,0,0,0,0
16,3,old-first,untracked,meshes_layers,old,51784.8,48435.2,57643.4,114139.1,39548310.7,0,0,0,0,0
16,3,old-first,untracked,meshes_layers,new,50352.0,48941.4,60138.7,112454.3,40673695.3,0,0,0,0,0
16,3,old-first,untracked,meshes_same_z,old,47977.0,46927.7,48498.4,106560.4,42687162.6,0,0,0,0,0
16,3,old-first,untracked,meshes_same_z,new,47868.4,47269.5,48980.5,106657.3,42784002.4,0,0,0,0,0
16,3,old-first,untracked,meshes_cameras,old,57185.2,56696.1,58778.5,127533.8,35813489.6,0,0,0,0,0
16,3,old-first,untracked,meshes_cameras,new,60930.5,58667.6,68078.9,134502.1,33612083.4,0,0,0,0,0
16,3,old-first,untracked,tmesh_layers,old,68516.0,67106.2,69888.7,152004.6,29890821.6,0,0,0,0,0
16,3,old-first,untracked,tmesh_layers,new,67272.7,66012.9,68058.6,149365.5,30443275.4,0,0,0,0,0
16,3,old-first,untracked,tmesh_16layers,old,68028.1,67730.1,69937.9,151220.9,30105195.5,0,0,0,0,0
16,3,old-first,untracked,tmesh_16layers,new,67463.7,66442.2,70765.2,149177.7,30357078.8,0,0,0,0,0
16,3,old-first,untracked,tmesh_depth,old,68748.8,67162.5,70462.5,151924.9,29789598.7,0,0,0,0,0
16,3,old-first,untracked,tmesh_depth,new,66736.7,65836.7,69141.4,148256.8,30687753.9,0,0,0,0,0
16,3,old-first,untracked,tmesh_cameras,old,74718.4,73789.8,80005.9,165683.9,27409595.4,0,0,0,0,0
16,3,old-first,untracked,tmesh_cameras,new,74592.2,72068.4,90438.7,165106.0,27455958.4,0,0,0,0,0
16,3,old-first,untracked,mixed,old,43157.0,42827.7,45515.2,96484.8,47454608.0,0,0,0,0,0
16,3,old-first,untracked,mixed,new,43232.0,42255.9,51831.2,96591.1,47372282.6,0,0,0,0,0
16,3,old-first,tracked,sprites_layers,old,6904.7,6024.6,7336.3,16728.3,296610092.8,0,0,0,0,0
16,3,old-first,tracked,sprites_layers,new,3750.8,3471.9,3781.6,9641.7,546019579.3,0,0,0,0,0
16,3,old-first,tracked,sprites_16layers,old,3979.3,3798.4,4149.2,10428.8,514663787.2,0,0,0,0,0
16,3,old-first,tracked,sprites_16layers,new,4055.9,3788.3,4379.3,10476.9,504948473.5,0,0,0,0,0
16,3,old-first,tracked,sprites_same_z,old,3784.8,3639.8,4773.8,9896.4,541116730.3,0,0,0,0,0
16,3,old-first,tracked,sprites_same_z,new,3768.4,3556.6,3905.5,9716.3,543472582.1,0,0,0,0,0
16,3,old-first,tracked,sprites_textures,old,17095.3,16677.0,17853.9,39200.4,119798921.5,0,0,0,0,0
16,3,old-first,tracked,sprites_textures,new,17542.2,16930.1,18338.3,39879.6,116747127.5,0,0,0,0,0
16,3,old-first,tracked,sprites_fragmented,old,18342.6,18110.5,19826.6,42234.9,111652788.7,0,0,0,0,0
16,3,old-first,tracked,sprites_fragmented,new,18503.5,18080.1,18968.4,42132.9,110681669.4,0,0,0,0,0
16,3,old-first,tracked,meshes_layers,old,49362.5,48650.0,51715.2,109951.5,41488984.6,0,0,0,0,0
16,3,old-first,tracked,meshes_layers,new,51810.5,49775.4,56528.5,115787.0,39528631.2,0,0,0,0,0
16,3,old-first,tracked,meshes_same_z,old,50143.0,49325.4,52634.8,111780.4,40843213.9,0,0,0,0,0
16,3,old-first,tracked,meshes_same_z,new,49672.7,48164.8,51360.9,110061.2,41229927.2,0,0,0,0,0
16,3,old-first,tracked,meshes_cameras,old,59764.5,58425.0,66602.0,133177.3,34267861.5,0,0,0,0,0
16,3,old-first,tracked,meshes_cameras,new,59103.1,57510.9,60695.3,130732.8,34651298.0,0,0,0,0,0
16,3,old-first,tracked,tmesh_layers,old,72081.2,71214.5,72917.2,160508.5,28412381.9,0,0,0,0,0
16,3,old-first,tracked,tmesh_layers,new,70168.4,69448.4,74232.0,155491.8,29186944.3,0,0,0,0,0
16,3,old-first,tracked,tmesh_16layers,old,73005.5,72127.3,76093.8,162283.4,28052693.0,0,0,0,0,0
16,3,old-first,tracked,tmesh_16layers,new,72314.8,70101.2,73905.5,160185.3,28320603.3,0,0,0,0,0
16,3,old-first,tracked,tmesh_depth,old,72736.7,70969.9,73409.0,160313.0,28156343.0,0,0,0,0,0
16,3,old-first,tracked,tmesh_depth,new,70761.7,69792.6,77164.5,157104.6,28942202.6,0,0,0,0,0
16,3,old-first,tracked,tmesh_cameras,old,74932.0,74005.9,76416.0,166278.1,27331435.8,0,0,0,0,0
16,3,old-first,tracked,tmesh_cameras,new,76807.8,75096.9,77780.5,169481.5,26663954.3,0,0,0,0,0
16,3,old-first,tracked,mixed,old,45214.8,44476.6,46319.5,101093.5,45294859.6,0,0,0,0,0
16,3,old-first,tracked,mixed,new,45305.1,44254.3,49130.1,100968.3,45204645.6,0,0,0,0,0
16,4,new-first,untracked,sprites_layers,new,3546.1,3393.4,3731.6,9623.7,577536902.4,0,0,0,0,0
16,4,new-first,untracked,sprites_layers,old,5320.7,5087.1,5524.2,13183.7,384911533.7,0,0,0,0,0
16,4,new-first,untracked,sprites_16layers,new,3332.8,3235.5,3957.0,8975.5,614496015.0,0,0,0,0,0
16,4,new-first,untracked,sprites_16layers,old,3997.7,3780.5,4794.1,10542.9,512300175.9,0,0,0,0,0
16,4,new-first,untracked,sprites_same_z,new,3434.8,3245.3,3669.1,9146.1,596256112.8,0,0,0,0,0
16,4,new-first,untracked,sprites_same_z,old,3823.0,3644.1,4068.4,10012.1,535698375.4,0,0,0,0,0
16,4,new-first,untracked,sprites_textures,new,12364.8,12150.4,12859.8,28914.0,165630883.9,0,0,0,0,0
16,4,new-first,untracked,sprites_textures,old,12923.8,12575.8,13176.2,29882.0,158466979.0,0,0,0,0,0
16,4,new-first,untracked,sprites_fragmented,new,13350.0,13241.8,14484.8,30958.1,153408239.7,0,0,0,0,0
16,4,new-first,untracked,sprites_fragmented,old,16270.7,14202.7,17089.8,37910.9,125870405.5,0,0,0,0,0
16,4,new-first,untracked,meshes_layers,new,55702.3,49055.9,60649.6,122512.7,36766855.1,0,0,0,0,0
16,4,new-first,untracked,meshes_layers,old,49255.9,48471.5,61185.2,110291.9,41578809.6,0,0,0,0,0
16,4,new-first,untracked,meshes_same_z,new,48321.5,46068.4,55717.2,107630.5,42382804.0,0,0,0,0,0
16,4,new-first,untracked,meshes_same_z,old,47582.8,46168.0,49385.2,106124.8,43040751.3,0,0,0,0,0
16,4,new-first,untracked,meshes_cameras,new,57489.5,57073.4,58825.4,126811.8,35623925.6,0,0,0,0,0
16,4,new-first,untracked,meshes_cameras,old,57312.1,56130.9,58524.2,127355.4,35734158.5,0,0,0,0,0
16,4,new-first,untracked,tmesh_layers,new,70978.5,70079.7,72575.8,157111.4,28853801.5,0,0,0,0,0
16,4,new-first,untracked,tmesh_layers,old,70168.8,69575.0,73265.2,156465.8,29186781.9,0,0,0,0,0
16,4,new-first,untracked,tmesh_16layers,new,72435.5,70426.2,73642.6,160579.7,28273411.2,0,0,0,0,0
16,4,new-first,untracked,tmesh_16layers,old,74091.4,71890.6,78507.4,164212.6,27641532.3,0,0,0,0,0
16,4,new-first,untracked,tmesh_depth,new,74246.1,73518.0,74950.8,164966.3,27583942.8,0,0,0,0,0
16,4,new-first,untracked,tmesh_depth,old,71145.3,68766.4,74348.8,158214.1,28786155.1,0,0,0,0,0
16,4,new-first,untracked,tmesh_cameras,new,72660.2,71538.7,76602.7,159778.0,28186011.5,0,0,0,0,0
16,4,new-first,untracked,tmesh_cameras,old,74437.9,72716.8,81596.1,165635.0,27512869.9,0,0,0,0,0
16,4,new-first,untracked,mixed,new,43128.1,42483.2,43787.1,96418.8,47486414.0,0,0,0,0,0
16,4,new-first,untracked,mixed,old,44354.7,43076.2,51817.6,99160.0,46173248.3,0,0,0,0,0
16,4,new-first,tracked,sprites_layers,new,3768.0,3482.8,4196.9,9827.8,543528923.9,0,0,0,0,0
16,4,new-first,tracked,sprites_layers,old,6246.9,5955.1,6565.6,15242.4,327843922.0,0,0,0,0,0
16,4,new-first,tracked,sprites_16layers,new,3669.1,3560.5,3998.4,9785.7,558168849.1,0,0,0,0,0
16,4,new-first,tracked,sprites_16layers,old,4042.2,3793.4,4174.2,10474.3,506656358.7,0,0,0,0,0
16,4,new-first,tracked,sprites_same_z,new,3646.1,3467.6,4013.7,9731.7,561697021.6,0,0,0,0,0
16,4,new-first,tracked,sprites_same_z,old,3770.3,3662.9,4109.4,9846.6,543191048.5,0,0,0,0,0
16,4,new-first,tracked,sprites_textures,new,18205.5,17002.7,18715.6,41377.5,112493670.3,0,0,0,0,0
16,4,new-first,tracked,sprites_textures,old,17201.2,16725.8,19035.5,39598.3,119061655.5,0,0,0,0,0
16,4,new-first,tracked,sprites_fragmented,new,18588.7,18009.8,19178.5,42637.0,110174627.5,0,0,0,0,0
16,4,new-first,tracked,sprites_fragmented,old,18499.2,18021.9,19466.0,42069.4,110707377.8,0,0,0,0,0
16,4,new-first,tracked,meshes_layers,new,49855.9,48571.9,50902.3,110783.2,41078421.4,0,0,0,0,0
16,4,new-first,tracked,meshes_layers,old,49208.6,47841.0,50927.3,109658.2,41618746.7,0,0,0,0,0
16,4,new-first,tracked,meshes_same_z,new,49408.2,47359.8,50784.8,110385.3,41450606.8,0,0,0,0,0
16,4,new-first,tracked,meshes_same_z,old,47713.3,46352.0,49411.7,106493.5,42923059.3,0,0,0,0,0
16,4,new-first,tracked,meshes_cameras,new,56882.4,56193.4,66413.3,126525.5,36004092.9,0,0,0,0,0
16,4,new-first,tracked,meshes_cameras,old,58054.7,56461.3,63964.5,129245.2,35277082.5,0,0,0,0,0
16,4,new-first,tracked,tmesh_layers,new,67682.0,65934.0,69467.2,150589.0,30259139.1,0,0,0,0,0
16,4,new-first,tracked,tmesh_layers,old,69030.1,68375.8,72264.1,152974.3,29668226.6,0,0,0,0,0
16,4,new-first,tracked,tmesh_16layers,new,67932.8,66565.6,71655.5,150480.1,30147434.3,0,0,0,0,0
16,4,new-first,tracked,tmesh_16layers,old,69771.5,67362.9,79285.9,153950.9,29352965.9,0,0,0,0,0
16,4,new-first,tracked,tmesh_depth,new,67572.7,66677.3,68022.3,149805.3,30308117.4,0,0,0,0,0
16,4,new-first,tracked,tmesh_depth,old,68710.2,67264.1,71103.1,151617.1,29806365.1,0,0,0,0,0
16,4,new-first,tracked,tmesh_cameras,new,75368.4,74445.7,76867.2,167088.4,27173206.6,0,0,0,0,0
16,4,new-first,tracked,tmesh_cameras,old,74815.2,73263.3,78406.2,165317.8,27374103.9,0,0,0,0,0
16,4,new-first,tracked,mixed,new,44435.5,43005.5,44960.9,99349.5,46089226.8,0,0,0,0,0
16,4,new-first,tracked,mixed,old,44957.0,44425.8,46075.8,100555.0,45554609.4,0,0,0,0,0
16,5,old-first,untracked,sprites_layers,old,11591.8,6416.4,13396.5,27120.2,176676663.9,0,0,0,0,0
16,5,old-first,untracked,sprites_layers,new,3545.7,3469.9,4285.2,9529.4,577600528.8,0,0,0,0,0
16,5,old-first,untracked,sprites_16layers,old,4665.6,3831.6,4865.6,12154.8,438955123.9,0,0,0,0,0
16,5,old-first,untracked,sprites_16layers,new,3839.8,3469.1,4321.5,10085.9,533355035.6,0,0,0,0,0
16,5,old-first,untracked,sprites_same_z,old,4128.5,3913.7,4548.4,10789.8,496062068.3,0,0,0,0,0
16,5,old-first,untracked,sprites_same_z,new,3802.3,3441.0,4156.6,10114.2,538615163.3,0,0,0,0,0
16,5,old-first,untracked,sprites_textures,old,13162.5,12900.4,13571.1,30907.5,155593542.3,0,0,0,0,0
16,5,old-first,untracked,sprites_textures,new,12443.0,12160.2,12843.8,28926.9,164590946.2,0,0,0,0,0
16,5,old-first,untracked,sprites_fragmented,old,16077.3,14298.4,17419.5,37809.7,127384226.6,0,0,0,0,0
16,5,old-first,untracked,sprites_fragmented,new,16115.2,15089.5,17645.7,36799.6,127084717.0,0,0,0,0,0
16,5,old-first,untracked,meshes_layers,old,55041.0,47914.1,59732.0,121367.2,37208615.7,0,0,0,0,0
16,5,old-first,untracked,meshes_layers,new,50519.1,48825.0,64753.5,112666.1,40539090.2,0,0,0,0,0
16,5,old-first,untracked,meshes_same_z,old,47280.9,46741.8,51986.3,105423.4,43315625.5,0,0,0,0,0
16,5,old-first,untracked,meshes_same_z,new,47424.6,46903.5,56645.3,106783.3,43184330.4,0,0,0,0,0
16,5,old-first,untracked,meshes_cameras,old,57696.1,56185.5,60564.1,128585.0,35496337.2,0,0,0,0,0
16,5,old-first,untracked,meshes_cameras,new,58853.1,57216.8,66409.8,130711.5,34798492.0,0,0,0,0,0
16,5,old-first,untracked,tmesh_layers,old,69294.1,66639.8,71652.3,153933.0,29555168.5,0,0,0,0,0
16,5,old-first,untracked,tmesh_layers,new,67080.5,66224.2,68977.0,148896.4,30530496.3,0,0,0,0,0
16,5,old-first,untracked,tmesh_16layers,old,68597.7,67264.5,70613.7,152323.6,29855247.4,0,0,0,0,0
16,5,old-first,untracked,tmesh_16layers,new,67576.6,65830.5,72498.4,149681.0,30306365.5,0,0,0,0,0
16,5,old-first,untracked,tmesh_depth,old,68109.8,66691.4,69314.8,151540.7,30069109.5,0,0,0,0,0
16,5,old-first,untracked,tmesh_depth,new,68644.9,66566.8,72527.7,151365.0,29834690.5,0,0,0,0,0
16,5,old-first,untracked,tmesh_cameras,old,75344.5,74277.3,88816.0,167123.5,27181800.3,0,0,0,0,0
16,5,old-first,untracked,tmesh_cameras,new,74581.2,72407.4,77394.9,164957.7,27459984.9,0,0,0,0,0
16,5,old-first,untracked,mixed,old,43351.2,42825.8,44363.7,96831.2,47242090.8,0,0,0,0,0
16,5,old-first,untracked,mixed,new,42986.7,41928.1,44172.3,96407.6,47642622.2,0,0,0,0,0
16,5,old-first,tracked,sprites_layers,old,6414.1,5966.4,6871.1,15671.1,319298416.6,0,0,0,0,0
16,5,old-first,tracked,sprites_layers,new,3623.0,3511.3,3860.9,9630.6,565270080.9,0,0,0,0,0
16,5,old-first,tracked,sprites_16layers,old,3948.4,3770.7,4220.3,10369.7,518686189.2,0,0,0,0,0
16,5,old-first,tracked,sprites_16layers,new,3866.4,3583.2,5376.6,9965.0,529690846.6,0,0,0,0,0
16,5,old-first,tracked,sprites_same_z,old,3831.2,3592.6,4328.5,10161.3,534551386.6,0,0,0,0,0
16,5,old-first,tracked,sprites_same_z,new,3631.6,3449.2,4420.7,9609.1,563932451.3,0,0,0,0,0
16,5,old-first,tracked,sprites_textures,old,16904.3,16845.3,17431.6,38984.4,121152628.5,0,0,0,0,0
16,5,old-first,tracked,sprites_textures,new,17217.2,16877.7,17620.3,39316.2,118950903.0,0,0,0,0,0
16,5,old-first,tracked,sprites_fragmented,old,18246.1,18023.4,20061.7,41604.7,112243202.7,0,0,0,0,0
16,5,old-first,tracked,sprites_fragmented,new,18237.5,18018.8,19228.5,41687.8,112296093.2,0,0,0,0,0
16,5,old-first,tracked,meshes_layers,old,49491.0,48342.6,50325.4,110635.7,41381248.2,0,0,0,0,0
16,5,old-first,tracked,meshes_layers,new,50822.7,49614.8,51662.5,112244.3,40296988.6,0,0,0,0,0
16,5,old-first,tracked,meshes_same_z,old,48467.6,47664.8,49428.5,107767.6,42255051.3,0,0,0,0,0
16,5,old-first,tracked,meshes_same_z,new,48639.8,47541.8,51994.9,108263.2,42105398.4,0,0,0,0,0
16,5,old-first,tracked,meshes_cameras,old,61411.7,57917.2,64019.5,136140.6,33348684.0,0,0,0,0,0
16,5,old-first,tracked,meshes_cameras,new,60034.0,56982.0,62337.1,132882.3,34114010.9,0,0,0,0,0
16,5,old-first,tracked,tmesh_layers,old,69123.0,68487.1,72034.0,153977.5,29628323.6,0,0,0,0,0
16,5,old-first,tracked,tmesh_layers,new,68062.5,66420.7,70123.8,151060.6,30089990.8,0,0,0,0,0
16,5,old-first,tracked,tmesh_16layers,old,68630.1,68118.0,70149.6,151494.4,29841143.4,0,0,0,0,0
16,5,old-first,tracked,tmesh_16layers,new,71382.4,66906.6,71808.6,158381.3,28690536.8,0,0,0,0,0
16,5,old-first,tracked,tmesh_depth,old,69850.4,68286.7,71893.4,155560.3,29319807.4,0,0,0,0,0
16,5,old-first,tracked,tmesh_depth,new,67488.7,65460.9,72391.8,150212.6,30345833.5,0,0,0,0,0
16,5,old-first,tracked,tmesh_cameras,old,75743.8,74593.4,76776.2,168050.4,27038534.5,0,0,0,0,0
16,5,old-first,tracked,tmesh_cameras,new,77209.4,75949.6,77755.1,170970.0,26525276.2,0,0,0,0,0
16,5,old-first,tracked,mixed,old,47145.3,45095.3,51691.0,104734.0,43440161.7,0,0,0,0,0
16,5,old-first,tracked,mixed,new,43738.7,43410.2,49148.0,97893.6,46823552.5,0,0,0,0,0
